exerciseNumber,puzzleId,difficulty,game,solutionSequence,moveCount,extractionConfidence,sourcePdfPage
449,intermediate-0449,intermediate,"Max Euwe - Ernst Grünfeld, Gothenburg 1920","[""Bd5+"", ""cxd5"", ""Rxd5"", ""Bf5"", ""Kf7"", ""Rxd6"", ""Rxd6""]",7,medium,275
450,intermediate-0450,intermediate,"Max Euwe - Adolf Olland, Amsterdam (match) 1921","[""f4"", ""gxf4"", ""Qxf4"", ""Bxh3""]",4,medium,275
451,intermediate-0451,intermediate,"Max Euwe - Adolf Olland, Amsterdam (match) 1921","[""Rxf6+"", ""Kxf6"", ""Rf1+"", ""Qg5+"", ""Kf7"", ""Qf4+"", ""Ke7"", ""Qc7+"", ""Bd7"", ""Bg5+"", ""Bf5"", ""Ke7"", ""Bg5#"", ""Qd7""]",14,low,275
452,intermediate-0452,intermediate,"Max Euwe - H.V. von Hartingsvelt, Amsterdam 1922","[""Bxf5"", ""Rxh3"", ""Bxh3""]",3,medium,275
453,intermediate-0453,intermediate,"Max Euwe - Rudolf Spielmann, Bad Pistyan 1922","[""Rxf4"", ""Kxf4"", ""Rxf4"", ""Qe1+"", ""Rf2"", ""f4+""]",6,medium,275
454,intermediate-0454,intermediate,"Sturm - Max Euwe, Amsterdam 1923","[""Rxf2"", ""Rxf2"", ""Bxe4"", ""Qxd4"", ""e3"", ""Re2"", ""exd2"", ""Rxe5""]",8,medium,276
455,intermediate-0455,intermediate,"Max Euwe - Jacques Davidson, Amsterdam (9) 1924","[""d6"", ""Qb8"", ""Bxd6"", ""Bxb7"", ""Qxb7"", ""Qxd6+""]",6,medium,276
456,intermediate-0456,intermediate,"Willem Schelfhout - Max Euwe, Amsterdam 1927","[""Bxd4"", ""exd4"", ""Qxd4+"", ""Kh2"", ""Qxa1""]",5,medium,276
457,intermediate-0457,intermediate,"Max Euwe - Sonnenburg, Amsterdam 1927","[""Nxf7"", ""Kxf7"", ""Qf3+"", ""Ke7"", ""Kg6"", ""Bd3+"", ""Bf5"", ""Qxf5#"", ""Kg8"", ""Rxe6"", ""Qxe6"", ""Qxd5""]",12,medium,276
458,intermediate-0458,intermediate,"Max Euwe - Valentin Marin y Llovet, London (ol) 1927","[""Bxd5"", ""exd5"", ""Qxd5+"", ""Kf8"", ""Ke8"", ""Qxh5+""]",6,medium,276
459,intermediate-0459,intermediate,"Edgard Colle - Max Euwe, Amsterdam (1) 1928","[""Rxf7"", ""Re8"", ""Qe7"", ""Rxf7"", ""Qc8+""]",5,medium,276
460,intermediate-0460,intermediate,"Milan Vidmar Sr. - Max Euwe, Karlsbad 1929","[""Re8+"", ""Bf8"", ""Kh7"", ""Qd3+""]",4,medium,276
461,intermediate-0461,intermediate,"Frederick Yates - Max Euwe, Hastings 1930","[""Rdxe3"", ""Rxe3"", ""Rxh3+"", ""Rxh3"", ""Qxf2""]",5,medium,276
462,intermediate-0462,intermediate,"Max Euwe - A.A. Abdul Satar, Indonesia (simul) 1930","[""Re6"", ""Bxe6"", ""Nxe6+""]",3,medium,276
463,intermediate-0463,intermediate,"Max Euwe - Salo Landau, Amsterdam (4) 1931","[""Nxf5"", ""exf5"", ""Rxf5"", ""Bxe4+""]",4,medium,277
464,intermediate-0464,intermediate,"Max Euwe - Eduard Spanjaard, The Hague 1932","[""Ne2+"", ""Kh1"", ""Ng3+"", ""hxg3"", ""Qxf1+""]",5,medium,277
465,intermediate-0465,intermediate,"Max Euwe - G. Boersma, Rotterdam (simul) 1933","[""Rxd3"", ""Rxd3"", ""Qxd3"", ""Qxg2#""]",4,medium,277
466,intermediate-0466,intermediate,"William Felderhof - Max Euwe, The Hague/Leiden/Scheveningen 1933","[""Ba3"", ""bxa3"", ""Qa4"", ""Bxb2+"", ""Rxd7"", ""Bxb2+"", ""Bxb2"", ""Qxb2+""]",8,medium,277
467,intermediate-0467,intermediate,"Max Euwe - Alexander Alekhine, Zurich 1934","[""Nf7"", ""Qe8"", ""Kxf7"", ""Qh5+"", ""Ke7"", ""Rxe6+"", ""Kxe6"", ""Re1+"", ""Kd6"", ""Qc5+"", ""Kd7"", ""Qf5+"", ""Kd6"", ""Qe6#""]",14,low,277
468,intermediate-0468,intermediate,"Max Euwe - Alexander Alekhine, Netherlands (14) 1935","[""Rxh7"", ""Kxh7"", ""f5+"", ""Qh5+"", ""Kg8"", ""Bxg6+""]",6,medium,277
469,intermediate-0469,intermediate,"Efim Bogoljubov - Max Euwe, Zandvoort 1936","[""Rxa2"", ""Bxa2"", ""Qa4+""]",3,medium,277
470,intermediate-0470,intermediate,"Max Euwe - Theodore Tylor, Nottingham 1936","[""Rxc5"", ""Bc2"", ""Qe6"", ""Bf5"", ""Qd6"", ""Bxg5"", ""Bxc5"", ""Bxd8""]",8,medium,278
471,intermediate-0471,intermediate,"Fritz Sämisch - Max Euwe, Bad Nauheim 1937","[""Rg3+"", ""Rd3"", ""Rxd3"", ""Qc2+"", ""Kg1"", ""Qxd3"", ""Qxe5"", ""Kxg3"", ""Qe3+"", ""Qc3+"", ""Qf3"", ""Qxd2""]",12,medium,278
472,intermediate-0472,intermediate,"Alexander Alekhine - Max Euwe, Netherlands (6) 1937","[""Nxb5"", ""Ba6"", ""cxb5"", ""Bd5+""]",4,medium,278
473,intermediate-0473,intermediate,"Max Euwe - Siegfried van Mindeno, Amsterdam 1938","[""Qf7+"", ""Rxf7"", ""Rxf7+"", ""Kd8"", ""Rd1+"", ""Kc8"", ""Rxc7+"", ""Kxc7"", ""Rd7+""]",9,medium,278
474,intermediate-0474,intermediate,"Max Euwe - Salo Flohr, Netherlands 1938","[""Be4+"", ""Kh8"", ""Nxe4"", ""Qf5+"", ""Kg8"", ""Qxc8+""]",6,medium,278
475,intermediate-0475,intermediate,"Max Euwe - Nicolaas Cortlever, Beverwijk 1940","[""Nc4"", ""Nxc4"", ""Bxd5+""]",3,medium,278
476,intermediate-0476,intermediate,"Max Euwe - Haije Kramer, Netherlands (3) 1941","[""Bxf7+"", ""Rc1"", ""Qg3+"", ""Rc8"", ""Bxf7+"", ""Re5"", ""Bd5"", ""fxg3"", ""Bxd4+"", ""Kg2"", ""Re2+"", ""Kf3"", ""Re3+"", ""Qxf7"", ""Kxf7"", ""Qd5+""]",16,low,278
477,intermediate-0477,intermediate,"Efim Bogoljubov - Max Euwe, Karlsbad (5) 1941","[""Rxf3+"", ""Qxf3"", ""gxf3"", ""Bh3+"", ""Rg2"", ""Qxg2#""]",6,medium,279
478,intermediate-0478,intermediate,"Efim Bogoljubov - Max Euwe, Karlsbad (1) 1941","[""Ng3"", ""Nxg3"", ""Bxf4+"", ""Kc2"", ""Bxg3"", ""Bxh7"", ""g6""]",7,medium,279
479,intermediate-0479,intermediate,"Arnoldus van den Hoek - Max Euwe, The Hague 1942","[""Rxb2"", ""Rxb2"", ""Qe5"", ""Rfb1"", ""Qxh2+"", ""Kf1"", ""Bf4""]",7,medium,279
480,intermediate-0480,intermediate,"Max Euwe - George Thomas, Zaandam 1946","[""Bg6+"", ""Ke6"", ""Bf7+"", ""Kd6"", ""Qd8+"", ""Kc6"", ""Be8+""]",7,medium,279
481,intermediate-0481,intermediate,"Max Euwe - Daniel Yanofsky, Groningen 1946","[""Bc5"", ""Bb8"", ""Ke6"", ""a6"", ""Bxe4"", ""a7"", ""c5"", ""Bd3"", ""dxc5"", ""a6+"", ""Bxd6""]",11,medium,279
482,intermediate-0482,intermediate,"Henry Grob - Max Euwe, Zurich (2) 1947","[""Bxf2+"", ""Qxe5"", ""Nxe5"", ""Bxf2+"", ""Kh2"", ""Bxe1"", ""Nxf7+"", ""Kf1"", ""Kxf2"", ""Qxe5""]",10,medium,279
483,intermediate-0483,intermediate,"Max Euwe - Paul Keres, The Hague/Moscow (1) 1948","[""Rxc1"", ""h3"", ""Rxc1"", ""Nf3+""]",4,medium,279
484,intermediate-0484,intermediate,"Esteban Canal - Max Euwe, Dubrovnik (ol) 1950","[""Bxd4"", ""exd4"", ""Qa4+"", ""b5"", ""Ke7"", ""Qxd4"", ""Bxb5+"", ""axb5"", ""Qxb5+"", ""Qd7"", ""Nxd5"", ""Qxd5"", ""Qxd5"", ""Nxd5"", ""Ra5"", ""Qxd7+"", ""Nxd5""]",17,low,279
485,intermediate-0485,intermediate,"Max Euwe - Yuri Averbakh, Zurich 1953","[""Nxa3"", ""Nc7"", ""Bxa3"", ""Nb5"", ""Bc1"", ""Nxc3""]",6,medium,279
486,intermediate-0486,intermediate,"Max Euwe - Daniel Yanofsky, Munich (ol) 1958","[""Rxe6"", ""fxe6"", ""Qxg6+""]",3,medium,280
487,intermediate-0487,intermediate,"Enrico Paoli - Max Euwe, Chaumont Neuchatel 1958","[""Bxg6+"", ""hxg6"", ""Qxg6+"", ""Kd8"", ""Kf8"", ""Qf7#""]",6,medium,280
488,intermediate-0488,intermediate,"Mikhail Botvinnik - Moisey Kagan, Leningrad 1926","[""Nxe4"", ""Rxc2"", ""Qxc2+"", ""fxe4"", ""Qxc8+"", ""Rxc8"", ""Rxc8+""]",7,medium,280
489,intermediate-0489,intermediate,"Ilya Rabinovich - Mikhail Botvinnik, Moscow 1927","[""Rxf4"", ""exf3"", ""Qxg6"", ""hxg6"", ""Rc1"", ""fxe2+"", ""Nxe2"", ""gxf4"", ""Qg3""]",9,medium,280
490,intermediate-0490,intermediate,"Nil Panchenko - Mikhail Botvinnik, Leningrad 1927","[""Nxd5"", ""Bxe7"", ""Nxe7""]",3,medium,280
491,intermediate-0491,intermediate,"Mikhail Botvinnik - Nikolay Pavlov-Pianov, Moscow 1927","[""Rxd7"", ""Bxd7"", ""Qxd7"", ""Qxf8#""]",4,medium,280
492,intermediate-0492,intermediate,"Mikhail Botvinnik - V. Breitman, Leningrad 1931","[""Nf5"", ""gxf5"", ""Qg5+""]",3,medium,280
493,intermediate-0493,intermediate,"Mikhail Botvinnik - Vladimir Alatortsev, Moscow 1931","[""Rxg4"", ""Qxg4"", ""Bh3"", ""Qf3"", ""Qh4"", ""Be6+"", ""Rf1"", ""Nxg3"", ""Rxf3"", ""Rxf3"", ""Nxg3"", ""Rxg3"", ""Be6+""]",13,low,280
494,intermediate-0494,intermediate,"Mikhail Botvinnik - Vladimir Alatortsev, Leningrad 1932","[""e4"", ""Nxe5"", ""dxe4"", ""Qf7+"", ""Kh8"", ""Kh6"", ""Bxf5+"", ""Nxg6+"", ""Nxb6"", ""Nxb6"", ""Qxb7+"", ""hxg6"", ""Qxg6+"", ""Bxf5"", ""Rc3"", ""fxe4"", ""Nxd7"", ""Bxd7"", ""Nxd7"", ""Nxd7"", ""Qxd7"", ""Nxb6+"", ""Nxd7"", ""Bxd7"", ""Qxd7"", ""Nxb6""]",26,low,281
495,intermediate-0495,intermediate,"Mikhail Botvinnik - Mikhail Yudovich, Leningrad 1933","[""Nxg6"", ""Ng5+"", ""hxg5"", ""Nxg6"", ""Qe8"", ""Nxf8+"", ""Kxg6"", ""Bh5+"", ""Kxh5"", ""Ng3+""]",10,medium,281
496,intermediate-0496,intermediate,"Victor Goglidze - Mikhail Botvinnik, Moscow 1935","[""Bxa3"", ""Qxe2"", ""Bxf8"", ""Kxf8"", ""Qxb6"", ""Rxa3"", ""Qxe2"", ""Qxb6"", ""Rab8"", ""Qd6"", ""Qxf1+"", ""Kxf1"", ""Rb1+"", ""Ke2"", ""Rc2#""]",15,low,281
497,intermediate-0497,intermediate,"Mikhail Botvinnik - Vitaly Chekhover, Moscow 1935","[""Be6+"", ""Nxe6"", ""Qxe6+"", ""Kh8"", ""Qh3+"", ""Rxf6"", ""Kg8"", ""Rxf6"", ""Bxf6"", ""Qh7+"", ""Re1"", ""Kf8"", ""Re1""]",13,low,281
498,intermediate-0498,intermediate,"Viacheslav Ragozin - Mikhail Botvinnik, Moscow 1938","[""Rxf2"", ""Rxf2"", ""Kxf2"", ""Qd2+"", ""Be2"", ""Bd4+"", ""f5"", ""Qf4"", ""Bd4+""]",9,medium,281
499,intermediate-0499,intermediate,"Alexander Kotov - Mikhail Botvinnik, Leningrad 1939","[""Qxg2+"", ""Qxg2"", ""Rxe2""]",3,medium,281
500,intermediate-0500,intermediate,"Vladimir Makogonov - Mikhail Botvinnik, Moscow 1940","[""Rxf8+"", ""Qxf8"", ""Kxf8"", ""Qb8+"", ""Qe8"", ""Qxe8#""]",6,medium,281
501,intermediate-0501,intermediate,"Andor Lilienthal - Mikhail Botvinnik, Leningrad/Moscow 1941","[""Rg2"", ""Qe4"", ""Qxg2"", ""Qh5#""]",4,medium,281
502,intermediate-0502,intermediate,"Mikhail Botvinnik - Viacheslav Ragozin, Moscow 1945","[""Nxd4+"", ""exd4"", ""Rc2+"", ""Qxd4"", ""Rxc8"", ""Qxf4"", ""Rhc1"", ""Bd2"", ""Rxc2"", ""Qxc2+"", ""Bd2"", ""Qxb2""]",12,medium,282
503,intermediate-0503,intermediate,"Arnold Denker - Mikhail Botvinnik, Radio Match 1945","[""Rxh2+"", ""Kxh2"", ""Rh8+""]",3,medium,282
504,intermediate-0504,intermediate,"Mikhail Botvinnik - Alexander Kotov, Groningen 1946","[""Qxg3+"", ""Kxg3"", ""Ne4+""]",3,medium,282
505,intermediate-0505,intermediate,"Mikhail Botvinnik - Paul Keres, Moscow 1952","[""Nf5"", ""Ree8"", ""gxf5"", ""Rg3+"", ""Ng7"", ""Qf6""]",6,medium,282
506,intermediate-0506,intermediate,"Mikhail Botvinnik - Vassily Smyslov, Moscow (10) 1954","[""Nxe5"", ""fxe5"", ""Qxe4+""]",3,medium,282
507,intermediate-0507,intermediate,"Mikhail Botvinnik - Vassily Smyslov, Moscow (12) 1954","[""f7+"", ""Rxf7"", ""Qd8+"", ""Kh7"", ""Rf8"", ""Bxd5+""]",6,medium,282
508,intermediate-0508,intermediate,"Paul Keres - Mikhail Botvinnik, Moscow 1955","[""Qa4+"", ""Bxd5"", ""Nxb3"", ""Bxb3"", ""Bxg2"", ""Qd7"", ""b5"", ""Bxd5""]",8,medium,282
509,intermediate-0509,intermediate,"Mikhail Botvinnik - Nikola Padevsky, Moscow (ol) 1956","[""Nxf6"", ""Kf7"", ""Rxd1"", ""Nd5+""]",4,medium,283
510,intermediate-0510,intermediate,Vassily Smyslov - Mikhail Botvinnik Moscow (4) 1957,"[""Rxd5"", ""Qg1+"", ""Rd1"", ""Qe3"", ""Qxe3+"", ""Bxe3"", ""Re1"", ""Rxd5"", ""Rxe3"", ""Rxd5"", ""Qg1+"", ""Kc2"", ""Qd1"", ""Qxd1+"", ""Rxd1"", ""Rxd1+""]",16,low,283
511,intermediate-0511,intermediate,"Mikhail Tal - Mikhail Botvinnik, Moscow (17) 1960","[""Rxa6+"", ""bxa6"", ""Qb6+"", ""Ka8"", ""Qxa6+"", ""Ra7"", ""Qxc8#""]",7,medium,283
512,intermediate-0512,intermediate,"Anatoly Karpov - Mikhail Botvinnik, Moscow (simul) 1964","[""Nxd4"", ""Qxd4"", ""Rd2"", ""Bc5""]",4,medium,283
513,intermediate-0513,intermediate,"Yoel Aloni - Mikhail Botvinnik, Tel Aviv (ol) 1964","[""Qh3+"", ""Kg1"", ""d2"", ""Nxg6+"", ""Qxd2"", ""Rf1#""]",6,medium,283
514,intermediate-0514,intermediate,"Mikhail Botvinnik - Lajos Portisch, Monte Carlo 1968","[""Rxf7"", ""Kxf7"", ""h6"", ""Qc4+""]",4,medium,283
515,intermediate-0515,intermediate,"Vassily Smyslov - Viacheslav Ragozin, Leningrad/Moscow 1939","[""Nxf4"", ""Qxf4"", ""bxc4"", ""Nd3"", ""Kg3"", ""Qh1+"", ""Kg3"", ""Qg1+"", ""Kh4"", ""g5+""]",10,medium,283
516,intermediate-0516,intermediate,"Vassily Smyslov - Kirilov, Moscow 1940","[""Rxa6"", ""Rxa6"", ""Rc8+"", ""Nxb5"", ""Nc7"", ""cxb5"", ""Qc8#""]",7,medium,283
517,intermediate-0517,intermediate,"Georgy Lisitsin - Vassily Smyslov, Moscow 1944","[""Rxc4"", ""Qxc4"", ""Ne3"", ""Qf1"", ""fxe3"", ""Bxe3+"", ""Kf1"", ""Qf3+"", ""Ke1"", ""Qf2#""]",10,medium,284
518,intermediate-0518,intermediate,"Grigory Ravinsky - Vassily Smyslov, Moscow 1944","[""Bxf2+"", ""Nxe4"", ""Rxe4"", ""Bxf2+"", ""Kg2"", ""Rc3"", ""Be1"", ""Rxe1"", ""Qxc3"", ""d1=Q"", ""Rg4"", ""g6"", ""Rc4"", ""Rxf2"", ""Kg2"", ""Nxe4""]",16,low,284
519,intermediate-0519,intermediate,"Vassily Smyslov - Vladimir Alatortsev, Moscow 1945","[""c6"", ""bxc6"", ""b6"", ""Bc8"", ""a6""]",5,medium,284
520,intermediate-0520,intermediate,"Isaak Boleslavsky - Vassily Smyslov, Groningen 1946","[""Bxc1"", ""Rxc1"", ""Ng5"", ""Qd4"", ""Nxe6"", ""Rxc1"", ""Qa7"", ""Qd7""]",8,medium,284
521,intermediate-0521,intermediate,"Vassily Smyslov - Cenek Kottnauer, Groningen 1946","[""Nc5"", ""dxc5"", ""Rc7"", ""Nxd7"", ""Rxd7"", ""Ra8+""]",6,medium,284
522,intermediate-0522,intermediate,"Vassily Smyslov - Kazimierz Plater, Moscow 1947","[""Nf5"", ""gxf5"", ""Qg5+"", ""Bg7"", ""Qxg7#""]",5,medium,284
523,intermediate-0523,intermediate,"Vassily Smyslov - Genrikh Kasparian, Leningrad 1947","[""Rxe6+"", ""Kxe6"", ""fxe6"", ""Qxg7#""]",4,medium,284
524,intermediate-0524,intermediate,"Gedeon Barcza - Vassily Smyslov, Budapest 1949","[""Ne3"", ""fxe3"", ""Rc1"", ""Nxf1"", ""Bxe3+""]",5,medium,284
525,intermediate-0525,intermediate,"Grigory Levenfish - Vassily Smyslov, Moscow 1949","[""Rh8+"", ""Kf7"", ""Kxh8"", ""Qh6+"", ""Kg8"", ""Qg7#""]",6,medium,285
526,intermediate-0526,intermediate,"Semen Furman - Vassily Smyslov, Moscow 1949","[""Nxg6+"", ""Qxg6"", ""hxg6"", ""Rh3#""]",4,medium,285
527,intermediate-0527,intermediate,"Enrico Paoli - Vassily Smyslov, Venice 1950","[""Rxc2"", ""Qxc2"", ""Rxe5"", ""Qxe5"", ""Qxc2"", ""Qxa1""]",6,medium,285
528,intermediate-0528,intermediate,"Isaak Boleslavsky - Vassily Smyslov, Moscow 1950","[""Nxb5"", ""Qxb5"", ""c6+"", ""Ba4""]",4,medium,285
529,intermediate-0529,intermediate,"Vassily Smyslov - Efim Geller, Moscow 1951","[""Rxf6"", ""Kxf6"", ""Qe7"", ""Qh6+"", ""Kf7"", ""Qxh7+"", ""Kf6"", ""Qxb7+""]",8,medium,285
530,intermediate-0530,intermediate,"Gideon Stahlberg - Vassily Smyslov, Stockholm 1954","[""Nxg3"", ""hxg3"", ""Rg4"", ""Ne4"", ""Rxg5+"", ""Nxg5"", ""Nc4"", ""Re4"", ""Nd6"", ""Rxa4"", ""Rxg3+"", ""Kf1"", ""Rexe3"", ""Rxe3"", ""Rxe3"", ""Rxa7""]",16,low,285
531,intermediate-0531,intermediate,"Vassily Smyslov - Wolfgang Unzicker, Hastings 1954","[""Bh3"", ""Qxh3"", ""Bxd6+""]",3,medium,285
532,intermediate-0532,intermediate,"Vassily Smyslov - Laszlo Szabo, Hastings 1954","[""c6"", ""c5"", ""exf4+"", ""Kxf4"", ""bxc6"", ""c7"", ""Nc5+"", ""Kd6"", ""Nxb3+""]",9,medium,285
533,intermediate-0533,intermediate,"Paul Keres - Vassily Smyslov, Moscow 1955","[""Rh1+"", ""Kxh1"", ""Kg3"", ""g6"", ""Rd3+"", ""Qd1+"", ""Kh2"", ""Qxg4"", ""hxg4"", ""gxh6""]",10,medium,285
534,intermediate-0534,intermediate,"Vassily Smyslov - Miguel Najdorf, Moscow 1956","[""Nxh7"", ""Nxh7"", ""Qxe7"", ""Rxe7"", ""Rxc8+""]",5,medium,285
535,intermediate-0535,intermediate,"Mikhail Tal - Vassily Smyslov, Bled/Zagreb/Belgrade 1959","[""Qxf7"", ""Nxf7+"", ""Kg8"", ""Nh6+"", ""gxh6"", ""Qxh6"", ""Qa1+"", ""Rxf7"", ""Rxd8+"", ""Rf8"", ""Rxf8#""]",11,medium,286
536,intermediate-0536,intermediate,"Robert Fischer - Vassily Smyslov, Bled/Zagreb/Belgrade 1959","[""Qf5"", ""Kf8"", ""Rxg5"", ""Qd3"", ""Rd1"", ""Kg1"", ""Qd1"", ""Qxf1+"", ""Qxf1"", ""Rcb5""]",10,medium,286
537,intermediate-0537,intermediate,"Nikolac Bakulin - Vassily Smyslov, Moscow 1961","[""Qxb2"", ""Bxb2"", ""Rd2+""]",3,medium,286
538,intermediate-0538,intermediate,"Vassily Smyslov - Ratmir Kholmov, Baku 1961","[""Rxf6+"", ""Kxf6"", ""gxf6"", ""Bd5+"", ""Kf8"", ""Ne6+"", ""Kf7"", ""Ke7"", ""d5"", ""Nd4+"", ""Kd6"", ""Nxc2"", ""Kxd5"", ""Rxe8+""]",14,low,286
539,intermediate-0539,intermediate,"Vassily Smyslov - Hector Rossetto, Mar del Plata 1962","[""e4"", ""exd4"", ""Nxd4"", ""Bxe4"", ""Nxe4"", ""Rxe4+""]",6,medium,286
540,intermediate-0540,intermediate,"Georgi Tringov - Vassily Smyslov, Havana 1965","[""Rxg3"", ""Kxg3"", ""Qxa5"", ""Qh4""]",4,medium,286
541,intermediate-0541,intermediate,"Vassily Smyslov - Eleazar Jimenez Zerquera, Havana 1965","[""Qe3"", ""Ke1"", ""Rxe3"", ""Rxd1+"", ""Kg2"", ""Rg1#""]",6,medium,286
542,intermediate-0542,intermediate,"Efim Geller - Vassily Smyslov, Moscow 1965","[""Bf8"", ""Kxf8"", ""Qxf8"", ""Qh7#""]",4,medium,287
543,intermediate-0543,intermediate,"Vassily Smyslov - Antonio Magrin, Lugano (ol) 1968","[""Nf7+"", ""Rxf7"", ""Rg5+""]",3,medium,287
544,intermediate-0544,intermediate,"Donald Byrne - Vassily Smyslov, Lugano (ol) 1968","[""Nxg3"", ""fxg3"", ""Qxg3+"", ""Kg1"", ""Qh2+""]",5,medium,287
545,intermediate-0545,intermediate,"Mikhail Tal - Vassily Smyslov, Herceg Novi (blitz) 1970","[""Nxh3+"", ""gxh3"", ""Rxh3"", ""Qd4"", ""Rd3"", ""h5""]",6,medium,287
546,intermediate-0546,intermediate,"Leonid Stein - Vassily Smyslov, Moscow 1972","[""Rh8"", ""g2"", ""Qxc6"", ""Rxc6"", ""Rh8"", ""Qxb7"", ""Rxg8+"", ""Ke7"", ""Bxb7+""]",9,medium,287
547,intermediate-0547,intermediate,"Vassily Smyslov - Roman Dzindzichashvili, Moscow 1972","[""Nxe6"", ""fxe6"", ""Qg4"", ""Nf6"", ""Nde5"", ""Qxe6+"", ""Kh8"", ""Nxb6"", ""Nce5"", ""Qxe6+"", ""Kf8"", ""f4+""]",12,medium,287
548,intermediate-0548,intermediate,"Vassily Smyslov - Walter Browne, Hastings 1972","[""Nxb5"", ""Rxb5"", ""Ba6"", ""Rxc8"", ""Qxc8"", ""Nxe7+"", ""Kh8"", ""Nxc8+""]",8,medium,287
549,intermediate-0549,intermediate,"Gerardo Lebredo Zarragoitia - Vassily Smyslov, Cienfuegos 1973","[""Qf1+"", ""Kg3"", ""h4+"", ""Kg4"", ""Kxh4"", ""Qxf4+"", ""g4""]",7,medium,287
550,intermediate-0550,intermediate,"Vassily Smyslov - Boris Spassky, Moscow 1973","[""h6"", ""Bd8"", ""Be3"", ""Bh4"", ""Bd8""]",5,medium,287
551,intermediate-0551,intermediate,"Vassily Smyslov - Istvan Bilek, Venice 1974","[""Bxg7"", ""Kxg7"", ""d5"", ""dxc6"", ""Qd4+"", ""Kg8"", ""Qxg4"", ""Kg8"", ""dxc6""]",9,medium,288
552,intermediate-0552,intermediate,"Garry Kasparov - Vassily Smyslov, Leningrad 1975","[""Bxf6"", ""Bxg2"", ""h4"", ""Qh6"", ""Qg6"", ""Qxg2+"", ""Kxg2+"", ""Rxf6"", ""Bxg2"", ""h4"", ""Kh2"", ""Re3"", ""Bxh3"", ""Rf5"", ""Rxf5"", ""Qxf5"", ""Qxf5"", ""Nxf5"", ""Bxh3"", ""Qg4""]",20,low,288
553,intermediate-0553,intermediate,"Vassily Smyslov - Lothar Vogt, Leningrad 1977","[""gxf7+"", ""Kxf7"", ""Nxe6"", ""Rxe6"", ""Bxd5""]",5,medium,288
554,intermediate-0554,intermediate,"Vassily Smyslov - Jingxuan Qi, Buenos Aires 1978","[""f4"", ""Qxf4"", ""gxf4"", ""Rg6+""]",4,medium,288
555,intermediate-0555,intermediate,"Vassily Smyslov - Wlodzimierz Schmidt, Moscow 1980","[""Qxf6+"", ""Qxf6"", ""Rd7+"", ""Kh6"", ""Rxf6""]",5,medium,288
556,intermediate-0556,intermediate,"Vassily Smyslov - Robert Hübner, Velden 1983","[""Bxh7"", ""Rxh7"", ""Bxh7"", ""Ng6+""]",4,medium,288
557,intermediate-0557,intermediate,"Vassily Smyslov - Gennadi Sosonko, Tilburg 1984","[""Rxf8+"", ""Kxf8"", ""Qc5+"", ""Kg8"", ""Qc8+"", ""Kh7"", ""Qf5+"", ""Kg8"", ""Qxd3+""]",9,medium,288
558,intermediate-0558,intermediate,"Kevin Spraggett - Vassily Smyslov, Montpellier 1985","[""Bxh3"", ""gxh3"", ""Bxd4"", ""Bxd4"", ""Nf3+"", ""Kg2"", ""Nxd4""]",7,medium,288
559,intermediate-0559,intermediate,"Vassily Smyslov - Helgi Olafsson, Copenhagen 1985","[""Nxb7"", ""Bxc2"", ""Kxb7"", ""Rc7+"", ""Kb6"", ""Rxe7""]",6,medium,288
560,intermediate-0560,intermediate,"Petar Popovic - Vassily Smyslov, Ljubljana 1985","[""Rxe7"", ""Rxe7"", ""Qxf6+""]",3,medium,289
561,intermediate-0561,intermediate,"Ilya Smirin - Vassily Smyslov, Moscow 1988","[""Nxf7"", ""Rxf7"", ""Kxf7"", ""Ng5+"", ""Kg8"", ""Nxe6"", ""Bxe6+""]",7,medium,289
562,intermediate-0562,intermediate,"Vassily Smyslov - Jan Timman, Moscow (blitz) 1993","[""Rxf6"", ""exf6"", ""Qxh7+"", ""Kf8"", ""Re1"", ""Be6"", ""Rxe6""]",7,medium,289
563,intermediate-0563,intermediate,"Vassily Smyslov - Lembit Oll, Rostov on Don 1993","[""g4+"", ""Kxe4"", ""Kxg4"", ""fxg5+"", ""Nf2+"", ""Kxf4"", ""Rg1"", ""Bd2#"", ""e4"", ""Nh3#""]",10,medium,289
564,intermediate-0564,intermediate,"Susan Polgar - Vassily Smyslov, Vienna 1993","[""Rc8+"", ""Kh7"", ""Rh8+"", ""Kxh8"", ""Ng6+"", ""Kh7"", ""Nxh4+""]",7,medium,289
565,intermediate-0565,intermediate,"Vassily Smyslov - Johan Ingbrandt, Stockholm 1996","[""Nxe5"", ""Bxe5"", ""Qh5+""]",3,medium,289
566,intermediate-0566,intermediate,"Ketevan Arakhamia-Grant - Vassily Smyslov, London 1996","[""Nf6+"", ""Rxg7+"", ""Kxg7"", ""Rg1+"", ""Bg6"", ""Qc7+"", ""Qf7"", ""Qc3+"", ""Kh7"", ""Nf6+"", ""Kh8"", ""Nh5+"", ""Kh7"", ""Nf6+"", ""Kf7"", ""Kf8"", ""Qc5+""]",17,low,289
567,intermediate-0567,intermediate,"Mikhail Tal - A. Leonov, Vilnius 1949","[""Nf6+"", ""Rf6"", ""gxf6"", ""Nxh6+"", ""Qh4"", ""Nxf6"", ""gxf6"", ""Bxh7+"", ""Rg4+"", ""exf6"", ""Nxf6"", ""Rc7"", ""fxg7"", ""Rxf6"", ""Qg7"", ""Rxh6"", ""f5"", ""Qh4+""]",18,low,289
